Names,inchikey,inchi code
tetradecadienoate (14:2)*,HXHZGHRLVRFQDR-HZJYTTRNSA-N,"InChI=1S/C14H24O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h6-7,9-10H,2-5,8,11-13H2,1H3,(H,15,16)/b7-6-,10-9-"
chrysoeriol,SCZVLDHREVKTSH-UHFFFAOYSA-N,"InChI=1S/C16H12O6/c1-21-14-4-8(2-3-10(14)18)13-7-12(20)16-11(19)5-9(17)6-15(16)22-13/h2-7,17-19H,1H3"
soyasaponin II,IBZLICPLPYSFNZ-MZKFGPPESA-N,"InChI=1S/C47H76O17/c1-21-29(51)31(53)34(56)39(60-21)63-36-30(52)24(49)19-59-40(36)64-37-33(55)32(54)35(38(57)58)62-41(37)61-28-12-13-44(5)25(45(28,6)20-48)11-14-47(8)26(44)10-9-22-23-17-42(2,3)18-27(50)43(23,4)15-16-46(22,47)7/h9,21,23-37,39-41,48-56H,10-20H2,1-8H3,(H,57,58)/t21-,23-,24-,25+,26+,27-,28-,29-,30-,31+,32-,33-,34+,35-,36+,37+,39-,40-,41+,43+,44-,45+,46+,47+/m0/s1"
N-acetylvaline,IHYJTAOFMMMOPX-LURJTMIESA-N,"InChI=1S/C7H13NO3/c1-4(2)6(7(10)11)8-5(3)9/h4,6H,1-3H3,(H,8,9)(H,10,11)/t6-/m0/s1"
stearidonate (18:4n3),JIWBIWFOSCKQMA-LTKCOYKYSA-N,"InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10,12-13H,2,5,8,11,14-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-,13-12-"
tartronate (hydroxymalonate),ROBFUDYVXSDBQM-UHFFFAOYSA-N,"InChI=1S/C3H4O5/c4-1(2(5)6)3(7)8/h1,4H,(H,5,6)(H,7,8)"
laurylcarnitine (C12),FUJLYHJROOYKRA-UHFFFAOYSA-N,"InChI=1S/C19H37NO4/c1-5-6-7-8-9-10-11-12-13-14-19(23)24-17(15-18(21)22)16-20(2,3)4/h17H,5-16H2,1-4H3"
vanillactate,SVYIZYRTOYHQRE-UHFFFAOYSA-N,"InChI=1S/C10H12O5/c1-15-9-5-6(2-3-7(9)11)4-8(12)10(13)14/h2-3,5,8,11-12H,4H2,1H3,(H,13,14)"
atorvastatin lactone,OUCSEDFVYPBLLF-KAYWLYCHSA-N,"InChI=1S/C33H33FN2O4/c1-21(2)31-30(33(39)35-25-11-7-4-8-12-25)29(22-9-5-3-6-10-22)32(23-13-15-24(34)16-14-23)36(31)18-17-27-19-26(37)20-28(38)40-27/h3-16,21,26-27,37H,17-20H2,1-2H3,(H,35,39)/t26-,27-/m1/s1"
N-octanoylglycine,SAVLIIGUQOSOEP-UHFFFAOYSA-N,"InChI=1S/C10H19NO3/c1-2-3-4-5-6-7-9(12)11-8-10(13)14/h2-8H2,1H3,(H,11,12)(H,13,14)"
4-acetamidobenzoate,QCXJEYYXVJIFCE-UHFFFAOYSA-N,"InChI=1S/C9H9NO3/c1-6(11)10-8-4-2-7(3-5-8)9(12)13/h2-5H,1H3,(H,10,11)(H,12,13)"
3-fucosyllactose,AUNPEJDACLEKSC-ZAYDSPBTSA-N,"InChI=1S/C18H32O15/c1-4-7(21)9(23)12(26)17(29-4)33-15-8(22)5(2-19)31-18(13(15)27)32-14-6(3-20)30-16(28)11(25)10(14)24/h4-28H,2-3H2,1H3/t4-,5+,6+,7+,8-,9+,10+,11+,12-,13+,14+,15-,16?,17-,18-/m0/s1"
3-indoleglyoxylic acid,DWLVFWDCSFTDOD-UHFFFAOYSA-N,"InChI=1S/C10H7NO3/c12-9(10(13)14)7-5-11-8-4-2-1-3-6(7)8/h1-5,11H,(H,13,14)"
protoporphyrin IX,ZCFFYALKHPIRKJ-UHFFFAOYSA-N,"InChI=1S/C34H34N4O4/c1-7-21-17(3)25-13-26-19(5)23(9-11-33(39)40)31(37-26)16-32-24(10-12-34(41)42)20(6)28(38-32)15-30-22(8-2)18(4)27(36-30)14-29(21)35-25/h7-8,13-16,35-36H,1-2,9-12H2,3-6H3,(H,39,40)(H,41,42)"
hesperidin,QUQPHWDTPGMPEX-QJBIFVCTSA-N,"InChI=1S/C28H34O15/c1-10-21(32)23(34)25(36)27(40-10)39-9-19-22(33)24(35)26(37)28(43-19)41-12-6-14(30)20-15(31)8-17(42-18(20)7-12)11-3-4-16(38-2)13(29)5-11/h3-7,10,17,19,21-30,32-37H,8-9H2,1-2H3/t10-,17-,19+,21-,22+,23+,24-,25+,26+,27+,28+/m0/s1"
1-pentadecanoylglycerol (15:0),QSKPZDMBULYMDQ-UHFFFAOYSA-N,"InChI=1S/C18H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-18(21)22-16-17(20)15-19/h17,19-20H,2-16H2,1H3"
galactitol (dulcitol),FBPFZTCFMRRESA-GUCUJZIJSA-N,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5+,6-"
montelukast,UCHDWCPVSPXUMX-TZIWLTJVSA-N,"InChI=1S/C35H36ClNO3S/c1-34(2,40)30-9-4-3-7-25(30)13-17-32(41-23-35(18-19-35)22-33(38)39)27-8-5-6-24(20-27)10-15-29-16-12-26-11-14-28(36)21-31(26)37-29/h3-12,14-16,20-21,32,40H,13,17-19,22-23H2,1-2H3,(H,38,39)/b15-10+/t32-/m1/s1"
argininosuccinate,KDZOASGQNOPSCU-WDSKDSINSA-N,"InChI=1S/C10H18N4O6/c11-5(8(17)18)2-1-3-13-10(12)14-6(9(19)20)4-7(15)16/h5-6H,1-4,11H2,(H,15,16)(H,17,18)(H,19,20)(H3,12,13,14)/t5-,6-/m0/s1"
cysteinylglycine,ZUKPVRWZDMRIEO-VKHMYHEASA-N,"InChI=1S/C5H10N2O3S/c6-3(2-11)5(10)7-1-4(8)9/h3,11H,1-2,6H2,(H,7,10)(H,8,9)/t3-/m0/s1"
3-hydroxybenzoate,IJFXRHURBJZNAO-UHFFFAOYSA-N,"InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)"
picolinate,SIOXPEMLGUPBBT-UHFFFAOYSA-N,"InChI=1S/C6H5NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H,(H,8,9)"
spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,"InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2"
oxypurinol,HXNFUBHNUDHIGC-UHFFFAOYSA-N,"InChI=1S/C5H4N4O2/c10-4-2-1-6-9-3(2)7-5(11)8-4/h1H,(H3,6,7,8,9,10,11)"
diaminopimelate,GMKMEZVLHJARHF-WHFBIAKZSA-N,"InChI=1S/C7H14N2O4/c8-4(6(10)11)2-1-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)/t4-,5-/m0/s1"
limonin,KBDSLGBFQAGHBE-MSGMIQHVSA-N,"InChI=1S/C26H30O8/c1-22(2)15-9-16(27)24(4)14(25(15)12-31-18(28)10-17(25)33-22)5-7-23(3)19(13-6-8-30-11-13)32-21(29)20-26(23,24)34-20/h6,8,11,14-15,17,19-20H,5,7,9-10,12H2,1-4H3/t14-,15-,17-,19-,20+,23-,24-,25+,26+/m0/s1"
1-oleoyl-GPS (18:1),JZWNYZVVZXZRRH-YFKVPUFHSA-N,"InChI=1S/C24H46NO9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(27)32-18-21(26)19-33-35(30,31)34-20-22(25)24(28)29/h9-10,21-22,26H,2-8,11-20,25H2,1H3,(H,28,29)(H,30,31)/b10-9-/t21-,22+/m1/s1"
5-methylthioadenosine (MTA),WUUGFSXJNOTRMR-IOSLPCCCSA-N,"InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1"
N-desmethyl rosuvastatin,DJUKMHIJCDJSIJ-GUFYHEMZSA-N,"InChI=1S/C21H26FN3O6S/c1-12(2)19-17(9-8-15(26)10-16(27)11-18(28)29)20(13-4-6-14(22)7-5-13)24-21(23-19)25-32(3,30)31/h4-9,12,15-16,26-27H,10-11H2,1-3H3,(H,28,29)(H,23,24,25)/b9-8+/t15-,16-/m1/s1"
mannose,WQZGKKKJIJFFOK-QTVWNMPRSA-N,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1"
2-myristoylglycerol (14:0),TVIMZSOUQXNWHO-UHFFFAOYSA-N,"InChI=1S/C17H34O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)21-16(14-18)15-19/h16,18-19H,2-15H2,1H3"
3-dehydroshikimate,SLWWJZMPHJJOPH-UHFFFAOYSA-N,"InChI=1S/C7H8O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,5-6,9-10H,2H2,(H,11,12)"
androsterone sulfate,ZMITXKRGXGRMKS-HLUDHZFRSA-N,"InChI=1S/C19H30O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h12-16H,3-11H2,1-2H3,(H,21,22,23)/t12-,13+,14-,15-,16-,18-,19-/m0/s1"
cis-urocanate,LOIYMIARKYCTBW-UPHRSURJSA-N,"InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)/b2-1-"
gamma-glutamylglycine,ACIJGUBIMXQCMF-BYPYZUCNSA-N,"InChI=1S/C7H12N2O5/c8-4(7(13)14)1-2-5(10)9-3-6(11)12/h4H,1-3,8H2,(H,9,10)(H,11,12)(H,13,14)/t4-/m0/s1"
taurolithocholate 3-sulfate,HSNPMXROZIQAQD-GBURMNQMSA-N,"InChI=1S/C26H45NO8S2/c1-17(4-9-24(28)27-14-15-36(29,30)31)21-7-8-22-20-6-5-18-16-19(35-37(32,33)34)10-12-25(18,2)23(20)11-13-26(21,22)3/h17-23H,4-16H2,1-3H3,(H,27,28)(H,29,30,31)(H,32,33,34)/t17-,18-,19-,20+,21-,22+,23+,25+,26-/m1/s1"
oleoyl ethanolamide,BOWVQLFMWHZBEF-KTKRTIGZSA-N,"InChI=1S/C20H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h9-10,22H,2-8,11-19H2,1H3,(H,21,23)/b10-9-"
1-methylnicotinamide,LDHMAVIPBRSVRG-UHFFFAOYSA-O,"InChI=1S/C7H8N2O/c1-9-4-2-3-6(5-9)7(8)10/h2-5H,1H3,(H-,8,10)/p+1"
3-ureidopropionate,JSJWCHRYRHKBBW-UHFFFAOYSA-N,"InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)"
decanoylcarnitine (C10),LZOSYCMHQXPBFU-UHFFFAOYSA-N,"InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3"
"3,5-dihydroxyphenylpropionate",ITPFIKQWNDGDLG-UHFFFAOYSA-N,"InChI=1S/C9H10O4/c10-7-3-6(1-2-9(12)13)4-8(11)5-7/h3-5,10-11H,1-2H2,(H,12,13)"
N-acetylhistamine,XJWPISBUKWZALE-UHFFFAOYSA-N,"InChI=1S/C7H11N3O/c1-6(11)9-3-2-7-4-8-5-10-7/h4-5H,2-3H2,1H3,(H,8,10)(H,9,11)"
bufotenine,VTTONGPRPXSUTJ-UHFFFAOYSA-N,"InChI=1S/C12H16N2O/c1-14(2)6-5-9-8-13-12-4-3-10(15)7-11(9)12/h3-4,7-8,13,15H,5-6H2,1-2H3"
beta-alanine,UCMIRNVEIXFBKS-UHFFFAOYSA-N,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)"
epicatechin,PFTAWBLQPZVEMU-UKRRQHHQSA-N,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1"
tiglyl carnitine (C5),WURBQCVBQNMUQT-RMKNXTFCSA-N,"InChI=1S/C12H21NO4/c1-6-9(2)12(16)17-10(7-11(14)15)8-13(3,4)5/h6,10H,7-8H2,1-5H3/b9-6+"
N-acetyl-1-methylhistidine*,GVRCKHXHWSYDEF-QMMMGPOBSA-N,"InChI=1S/C9H13N3O3/c1-6(13)11-8(9(14)15)3-7-4-12(2)5-10-7/h4-5,8H,3H2,1-2H3,(H,11,13)(H,14,15)/t8-/m0/s1"
N-acetyltaurine,CXJAAWRLVGAKDV-UHFFFAOYSA-N,"InChI=1S/C4H9NO4S/c1-4(6)5-2-3-10(7,8)9/h2-3H2,1H3,(H,5,6)(H,7,8,9)"
estriol,PROQIPRRNZUXQM-ZXXIGWHRSA-N,"InChI=1S/C18H24O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3,5,8,13-17,19-21H,2,4,6-7,9H2,1H3/t13-,14-,15+,16-,17+,18+/m1/s1"
2-hydroxyhippurate (salicylurate),ONJSZLXSECQROL-UHFFFAOYSA-N,"InChI=1S/C9H9NO4/c11-7-4-2-1-3-6(7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)"
N-carbamoylalanine,LUSWEUMSEVLFEQ-UHFFFAOYSA-N,"InChI=1S/C4H8N2O3/c1-2(3(7)8)6-4(5)9/h2H,1H3,(H,7,8)(H3,5,6,9)"
metronidazole,VAOCPAMSLUNLGC-UHFFFAOYSA-N,"InChI=1S/C6H9N3O3/c1-5-7-4-6(9(11)12)8(5)2-3-10/h4,10H,2-3H2,1H3"
2-palmitoylglycerol (16:0),BBNYCLAREVXOSG-UHFFFAOYSA-N,"InChI=1S/C19H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-18(16-20)17-21/h18,20-21H,2-17H2,1H3"
gamma-glutamylalanine,WQXXXVRAFAKQJM-WHFBIAKZSA-N,"InChI=1S/C8H14N2O5/c1-4(7(12)13)10-6(11)3-2-5(9)8(14)15/h4-5H,2-3,9H2,1H3,(H,10,11)(H,12,13)(H,14,15)/t4-,5-/m0/s1"
3-carboxyadipate,LOGBRYZYTBQBTB-UHFFFAOYSA-N,"InChI=1S/C7H10O6/c8-5(9)2-1-4(7(12)13)3-6(10)11/h4H,1-3H2,(H,8,9)(H,10,11)(H,12,13)"
2-hydroxyadipate,OTTXIFWBPRRYOG-UHFFFAOYSA-N,"InChI=1S/C6H10O5/c7-4(6(10)11)2-1-3-5(8)9/h4,7H,1-3H2,(H,8,9)(H,10,11)"
"bilirubin (E,E)*",BPYKTIZUTYGOLE-BMNRKXRESA-N,"InChI=1S/C33H36N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-14,34-35H,1-2,9-12,15H2,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/b26-13+,27-14+"
urea,XSQUKJJJFZCRTK-UHFFFAOYSA-N,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)"
2-acetamidobutanoate,WZVZUKROCHDMDT-UHFFFAOYSA-N,"InChI=1S/C6H11NO3/c1-3-5(6(9)10)7-4(2)8/h5H,3H2,1-2H3,(H,7,8)(H,9,10)"
2-acetamidophenol sulfate,JCVGTUVGDOWZJE-UHFFFAOYSA-N,"InChI=1S/C8H9NO5S/c1-6(10)9-7-4-2-3-5-8(7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H,11,12,13)"
1-linoleoyl-GPE (18:2)*,DBHKHNGBVGWQJE-USWSLJGRSA-N,"InChI=1S/C23H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h6-7,9-10,22,25H,2-5,8,11-21,24H2,1H3,(H,27,28)/b7-6-,10-9-/t22-/m1/s1"
phenylacetylglutamine,JFLIEFSWGNOPJJ-JTQLQIEISA-N,"InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)/t10-/m0/s1"
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP),RIJDKRLRDVBUHJ-UHFFFAOYSA-N,"InChI=1S/C14H20O5/c1-3-4-5-6-10-9(2)13(14(17)18)11(19-10)7-8-12(15)16/h3-8H2,1-2H3,(H,15,16)(H,17,18)"
ethylmalonate,UKFXDFUAPNAMPJ-UHFFFAOYSA-N,"InChI=1S/C5H8O4/c1-2-3(4(6)7)5(8)9/h3H,2H2,1H3,(H,6,7)(H,8,9)"
equol,ADFCQWZHKCXPAJ-GFCCVEGCSA-N,"InChI=1S/C15H14O3/c16-13-4-1-10(2-5-13)12-7-11-3-6-14(17)8-15(11)18-9-12/h1-6,8,12,16-17H,7,9H2/t12-/m1/s1"
pimelate (C7-DC),WLJVNTCWHIRURA-UHFFFAOYSA-N,"InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)"
spermine,PFNFFQXMRSDOHW-UHFFFAOYSA-N,"InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2"
alpha-ketoglutarate,KPGXRSRHYNQIFN-UHFFFAOYSA-N,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)"
hyocholate,DKPMWHFRUGMUKF-KWXDGCAGSA-N,"InChI=1S/C24H40O5/c1-13(4-7-19(26)27)15-5-6-16-20-17(9-11-23(15,16)2)24(3)10-8-14(25)12-18(24)21(28)22(20)29/h13-18,20-22,25,28-29H,4-12H2,1-3H3,(H,26,27)/t13-,14-,15-,16+,17+,18+,20+,21-,22+,23-,24-/m1/s1"
acetylagmatine,JMACEDIUUMWDIC-UHFFFAOYSA-N,"InChI=1S/C7H16N4O/c1-6(12)10-4-2-3-5-11-7(8)9/h2-5H2,1H3,(H,10,12)(H4,8,9,11)"
valerylphenylalanine,YXQLJEQFZUMUPB-LBPRGKRZSA-N,"InChI=1S/C14H19NO3/c1-2-3-9-13(16)15-12(14(17)18)10-11-7-5-4-6-8-11/h4-8,12H,2-3,9-10H2,1H3,(H,15,16)(H,17,18)/t12-/m0/s1"
N-formylmethionine,PYUSHNKNPOHWEZ-YFKPBYRVSA-N,"InChI=1S/C6H11NO3S/c1-11-3-2-5(6(9)10)7-4-8/h4-5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1"
3-(3-hydroxyphenyl)propionate sulfate,IQWLPDPKVFZEOK-UHFFFAOYSA-N,"InChI=1S/C9H10O6S/c10-9(11)5-4-7-2-1-3-8(6-7)15-16(12,13)14/h1-3,6H,4-5H2,(H,10,11)(H,12,13,14)"
ginkgolic acid C13:0,VEPUCZUJLKAVNM-UHFFFAOYSA-N,"InChI=1S/C20H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-14-17-15-13-16-18(21)19(17)20(22)23/h13,15-16,21H,2-12,14H2,1H3,(H,22,23)"
"2,3-dihydroxyisovalerate",JTEYKUFKXGDTEU-UHFFFAOYSA-N,"InChI=1S/C5H10O4/c1-5(2,9)3(6)4(7)8/h3,6,9H,1-2H3,(H,7,8)"
hesperetin,AIONOLUJZLIMTK-AWEZNQCLSA-N,"InChI=1S/C16H14O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-6,14,17-19H,7H2,1H3/t14-/m0/s1"
5-hydroxylysine,YSMODUONRAFBET-UHFFFAOYSA-N,"InChI=1S/C6H14N2O3/c7-3-4(9)1-2-5(8)6(10)11/h4-5,9H,1-3,7-8H2,(H,10,11)"
metoprolol,IUBSYMUCCVWXPE-UHFFFAOYSA-N,"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3"
isoleucylglycine,UCGDDTHMMVWVMV-UHFFFAOYSA-N,"InChI=1S/C8H16N2O3/c1-3-5(2)7(9)8(13)10-4-6(11)12/h5,7H,3-4,9H2,1-2H3,(H,10,13)(H,11,12)"
fructose,BJHIKXHVCXFQLS-UYFOZJQFSA-N,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5-,6-/m1/s1"
kynurenine,YGPSJZOEDVAXAB-QMMMGPOBSA-N,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1"
coprostanol,QYIXCDOBOSTCEI-NWKZBHTNSA-N,"InChI=1S/C27H48O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h18-25,28H,6-17H2,1-5H3/t19-,20-,21+,22+,23-,24+,25+,26+,27-/m1/s1"
3-hydroxycinnamate,KKSDGJDHHZEWEP-SNAWJCMRSA-N,"InChI=1S/C9H8O3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-6,10H,(H,11,12)/b5-4+"
1-linoleoylglycerol (18:2),WECGLUPZRHILCT-HZJYTTRNSA-N,"InChI=1S/C21H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h6-7,9-10,20,22-23H,2-5,8,11-19H2,1H3/b7-6-,10-9-"
phenylacetate,WLJVXDMOQOGPHL-UHFFFAOYSA-N,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)"
3-hydroxypalmitate,CBWALJHXHCJYTE-UHFFFAOYSA-N,"InChI=1S/C16H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-15(17)14-16(18)19/h15,17H,2-14H2,1H3,(H,18,19)"
quercitrin,OXGUCUVFOIWWQJ-HQBVPOQASA-N,"InChI=1S/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3/t7-,15-,17+,18+,21-/m0/s1"
theanine,DATAGRPVKZEWHA-YFKPBYRVSA-N,"InChI=1S/C7H14N2O3/c1-2-9-6(10)4-3-5(8)7(11)12/h5H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t5-/m0/s1"
5-(2-Hydroxyethyl)-4-methylthiazole,BKAWJIRCKVUVED-UHFFFAOYSA-N,"InChI=1S/C6H9NOS/c1-5-6(2-3-8)9-4-7-5/h4,8H,2-3H2,1H3"
isocaproate (i6:0),FGKJLKRYENPLQH-UHFFFAOYSA-N,"InChI=1S/C6H12O2/c1-5(2)3-4-6(7)8/h5H,3-4H2,1-2H3,(H,7,8)"
3-hydroxyphenylacetate,FVMDYYGIDFPZAX-UHFFFAOYSA-N,"InChI=1S/C8H8O3/c9-7-3-1-2-6(4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)"
atorvastatin (lipitor),XUKUURHRXDUEBC-KAYWLYCHSA-N,"InChI=1S/C33H35FN2O5/c1-21(2)31-30(33(41)35-25-11-7-4-8-12-25)29(22-9-5-3-6-10-22)32(23-13-15-24(34)16-14-23)36(31)18-17-26(37)19-27(38)20-28(39)40/h3-16,21,26-27,37-38H,17-20H2,1-2H3,(H,35,41)(H,39,40)/t26-,27-/m1/s1"
(16 or 17)-methylstearate (a19:0 or i19:0),YETXGSGCWODRAA-UHFFFAOYSA-N,"InChI=1S/C19H38O2/c1-18(2)16-14-12-10-8-6-4-3-5-7-9-11-13-15-17-19(20)21/h18H,3-17H2,1-2H3,(H,20,21)"
phenylalanine,COLNVLDHVKWLRT-QMMMGPOBSA-N,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1"
chrysin,RTIXKCRFFJGDFG-UHFFFAOYSA-N,"InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H"
palmitoylcarnitine (C16),XOMRRQXKHMYMOC-UHFFFAOYSA-N,"InChI=1S/C23H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h21H,5-20H2,1-4H3"
3-(2-hydroxyphenyl)propionate,CJBDUOMQLFKVQC-UHFFFAOYSA-N,"InChI=1S/C9H10O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-4,10H,5-6H2,(H,11,12)"
1-methyladenosine,GFYLSDSUCHVORB-IOSLPCCCSA-N,"InChI=1S/C11H15N5O4/c1-15-3-14-10-6(9(15)12)13-4-16(10)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11-12,17-19H,2H2,1H3/t5-,7-,8-,11-/m1/s1"
"2S,3R-dihydroxybutyrate",LOUGYXZSURQALL-GBXIJSLDSA-N,"InChI=1S/C4H8O4/c1-2(5)3(6)4(7)8/h2-3,5-6H,1H3,(H,7,8)/t2-,3+/m1/s1"
2-oxindole-3-acetate,ILGMGHZPXRDCCS-UHFFFAOYSA-N,"InChI=1S/C10H9NO3/c12-9(13)5-7-6-3-1-2-4-8(6)11-10(7)14/h1-4,7H,5H2,(H,11,14)(H,12,13)"
5-methylthioribose,OLVVOVIFTBSBBH-UHFFFAOYSA-N,"InChI=1S/C6H12O4S/c1-11-2-3-4(7)5(8)6(9)10-3/h3-9H,2H2,1H3"
gamma-tocotrienol,OTXNTMVVOOBZCV-WAZJVIJMSA-N,"InChI=1S/C28H42O2/c1-20(2)11-8-12-21(3)13-9-14-22(4)15-10-17-28(7)18-16-25-19-26(29)23(5)24(6)27(25)30-28/h11,13,15,19,29H,8-10,12,14,16-18H2,1-7H3/b21-13+,22-15+/t28-/m1/s1"
3-hydroxyisonicotinic acid,JEHGATQUCUYHJL-UHFFFAOYSA-N,"InChI=1S/C6H5NO3/c8-5-3-7-2-1-4(5)6(9)10/h1-3,8H,(H,9,10)"
6-hydroxynicotinate,BLHCMGRVFXRYRN-UHFFFAOYSA-N,"InChI=1S/C6H5NO3/c8-5-2-1-4(3-7-5)6(9)10/h1-3H,(H,7,8)(H,9,10)"
pantothenate (Vitamin B5),GHOKWGTUZJEAQD-ZETCQYMHSA-N,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1"
lactose,GUBGYTABKSRVRQ-XLOQQCSPSA-N,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11+,12+/m1/s1"
4-acetamidobutanoate,UZTFMUBKZQVKLK-UHFFFAOYSA-N,"InChI=1S/C6H11NO3/c1-5(8)7-4-2-3-6(9)10/h2-4H2,1H3,(H,7,8)(H,9,10)"
