BIOCHEMICAL,PATHWAY_SORTORDER,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
glutamine conjugate of C6H10O2 (1)*,6066,Partially Characterized Molecules,Partially Characterized Molecules,63657,LC/MS Neg,100020261,2404,241.1194,,,,
glutamine conjugate of C6H10O2 (2)*,6067,Partially Characterized Molecules,Partially Characterized Molecules,63660,LC/MS Neg,100020262,2526,241.1194,,,,
glutamine conjugate of C7H12O2*,6068,Partially Characterized Molecules,Partially Characterized Molecules,63658,LC/MS Neg,100020259,3053,255.135,,,,
glutamine conjugate of C8H12O2 (2)*,6070,Partially Characterized Molecules,Partially Characterized Molecules,62143,LC/MS Neg,100020258,3239,267.135,,,,
glutamine conjugate of C9H16O2 (1)*,6073,Partially Characterized Molecules,Partially Characterized Molecules,63659,LC/MS Neg,100021684,4243,283.1663,,,,
glutaminylleucine,757,Peptide,Dipeptide,42994,LC/MS Pos Early,100003160,3009,260.1605,18218208,,,
glutamyl-meso-diaminopimelate,5141,Xenobiotics,Bacterial/Fungal,53163,LC/MS Pos Early,100008986,2555,320.1452,,,,
glutarate (C5-DC),1610,Lipid,"Fatty Acid, Dicarboxylate",396,LC/MS Polar,339,2900,131.035,743,110-94-1,C00489,HMDB00661
glutarylcarnitine (C5-DC),124,Amino Acid,Lysine Metabolism,44664,LC/MS Pos Early,100001593,2393,276.1442,71464488,102636-82-8,,HMDB13130
glycerate,1201,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1572,LC/MS Polar,1052,2070.4,105.0193,752,600-19-1,C00258,HMDB00139
glycerol,2755,Lipid,Glycerolipid Metabolism,15122,LC/MS Neg,1254,758,91.0401,753,56-81-5,C00116,HMDB00131
glycerol 3-phosphate,2756,Lipid,Glycerolipid Metabolism,43847,LC/MS Pos Early,100000258,580,173.021,754,29849-82-9,C00093,HMDB00126
glycerophosphoethanolamine,2167,Lipid,Phospholipid Metabolism,37455,LC/MS Pos Early,100001620,659,216.0632,123874,33049-08-0,C01233,HMDB00114
glycerophosphoglycerol,2761,Lipid,Glycerolipid Metabolism,48857,LC/MS Pos Early,100001619,520,247.0577,439964,,C03274,
glycerophosphoinositol*,2169,Lipid,Phospholipid Metabolism,52307,LC/MS Pos Early,100001621,516,335.0738,167572,16824-65-0,,
glycerophosphorylcholine (GPC),2163,Lipid,Phospholipid Metabolism,15990,LC/MS Pos Early,100000269,672,258.1101,71920,28319-77-9,C00670,HMDB00086
glycerophosphoserine*,2168,Lipid,Phospholipid Metabolism,57404,LC/MS Pos Early,100015666,577,260.053,3081457,,,
glycine,1,Amino Acid,"Glycine, Serine and Threonine Metabolism",58,LC/MS Pos Early,340,1375,76.0393,750,56-40-6,C00037,HMDB00123
glycitein,4786,Xenobiotics,Food Component/Plant,34024,LC/MS Pos Early,100001222,3245,285.0758,5317750,40957-83-3,C14536,HMDB05781
glycitein sulfate (2),4790,Xenobiotics,Food Component/Plant,62887,LC/MS Neg,100021092,3400,363.018,,,,
glyco-beta-muricholate,3378,Lipid,Primary Bile Acid Metabolism,62066,LC/MS Neg,100020214,4762,464.3018,,,,
glycochenodeoxycholate,3370,Lipid,Primary Bile Acid Metabolism,32346,LC/MS Neg,1628,5236.1,448.3068,12544,16564-43-5,C05466,HMDB00637
glycochenodeoxycholate 3-sulfate,3383,Lipid,Primary Bile Acid Metabolism,52974,LC/MS Neg,100006641,4820,263.6282,,,,
glycochenodeoxycholate glucuronide (1),3381,Lipid,Primary Bile Acid Metabolism,52983,LC/MS Neg,100009264,4806,311.6658,,,,
glycocholate,3363,Lipid,Primary Bile Acid Metabolism,18476,LC/MS Neg,342,5163,464.3018,10140,475-31-0;863-57-0,C01921,HMDB00138
glycocholate glucuronide (1),3384,Lipid,Primary Bile Acid Metabolism,52977,LC/MS Neg,100009259,4533,640.3339,,,,
glycocholate sulfate,3386,Lipid,Primary Bile Acid Metabolism,52967,LC/MS Neg,100006639,4560,271.6257,,,,
glycocholenate sulfate*,3442,Lipid,Secondary Bile Acid Metabolism,32599,LC/MS Neg,100001989,4750,254.6229,,,,
glycodeoxycholate,3395,Lipid,Secondary Bile Acid Metabolism,18477,LC/MS Neg,100000436,5281,448.3068,3035026,360-65-6,C05464,HMDB00631
glycodeoxycholate 3-sulfate,3447,Lipid,Secondary Bile Acid Metabolism,52975,LC/MS Neg,100006642,4875,263.6282,,,,
glycohyocholate,3433,Lipid,Secondary Bile Acid Metabolism,42574,LC/MS Neg,100004083,5020,464.3018,,,,
glycolithocholate,3406,Lipid,Secondary Bile Acid Metabolism,31912,LC/MS Neg,100001064,5357.1,432.3119,115245,474-74-8,C15557,HMDB00698
glycolithocholate sulfate*,3407,Lipid,Secondary Bile Acid Metabolism,32620,LC/MS Neg,100001657,5011,255.6307,72222,15324-64-8,C11301,HMDB02639
"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",2991,Lipid,Hexosylceramides (HCER),57595,LC/MS Pos Late,100015882,3414,756.6348,,,,
glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*,2977,Lipid,Hexosylceramides (HCER),57444,LC/MS Pos Late,100015752,3839,826.6767,,,,
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),2970,Lipid,Hexosylceramides (HCER),53013,LC/MS Pos Late,100009272,2623,700.5722,,,,
glycosyl-N-stearoyl-sphingosine (d18:1/18:0),2971,Lipid,Hexosylceramides (HCER),52234,LC/MS Pos Late,100001882,3053,728.6035,,,,
glycoursodeoxycholate,3421,Lipid,Secondary Bile Acid Metabolism,39379,LC/MS Neg,100002911,5033,448.3068,12310288,64480-66-6,,HMDB00708
glycoursodeoxycholic acid sulfate (1),3424,Lipid,Secondary Bile Acid Metabolism,63731,LC/MS Neg,100020819,4309,263.6282,,,,
glycylisoleucine,780,Peptide,Dipeptide,36659,LC/MS Pos Early,100001790,3002,189.1234,88079,19461-38-2,,HMDB28844
glycylleucine,781,Peptide,Dipeptide,34398,LC/MS Pos Early,100001258,3059,189.1234,92843,869-19-2,C02155,HMDB00759
glycylvaline,791,Peptide,Dipeptide,18357,LC/MS Pos Early,100000487,2734,175.1077,97417,1963-21-9,,HMDB28854
glycyrrhetinate,4792,Xenobiotics,Food Component/Plant,39789,LC/MS Pos Late,100002856,1494,471.3469,18526330,471-53-4,C02283,HMDB11628
guaiacol sulfate,4394,Xenobiotics,Benzoate Metabolism,46111,LC/MS Neg,100004208,2344,203.002,22473,,,HMDB60013
guanidinoacetate,495,Amino Acid,Creatine Metabolism,43802,LC/MS Pos Early,344,1937,118.0611,763,352-97-6,C00581,HMDB00128
guanidinosuccinate,532,Amino Acid,Guanidino and Acetamido Metabolism,32446,LC/MS Pos Early,100001212,1892,176.0666,97856,6133-30-8,C03139,HMDB03157
guanine,4089,Nucleotide,"Purine Metabolism, Guanine containing",32352,LC/MS Pos Early,172,2032,152.0567,764,73-40-5,C00242,HMDB00132
guanosine,4088,Nucleotide,"Purine Metabolism, Guanine containing",1573,LC/MS Pos Early,1099,1728,284.099,6802,118-00-3,C00387,HMDB00133
"guanosine-2',3'-cyclic monophosphate",4086,Nucleotide,"Purine Metabolism, Guanine containing",37139,LC/MS Neg,74,1480,344.0402,92823,15718-49-7,C06194,HMDB11629
gulonate*,4254,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,46957,LC/MS Polar,100001586,2750,195.051,152304,20246-53-1,C00257,HMDB03290
harmane,4965,Xenobiotics,Food Component/Plant,27536,LC/MS Pos Early,100000799,3234,183.0917,5281404,486-84-0,C09209,HMDB35196
heme,4303,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,41754,LC/MS Pos Late,100001386,1124,616.1762,26945,14875-96-8,C00032,HMDB03178
heneicosapentaenoate (21:5n3),1512,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57658,LC/MS Neg,100015797,5514,315.233,11998573,24257-10-1,,
HEPES,5893,Xenobiotics,Chemical,21248,LC/MS Pos Early,100000843,1627,239.106,23831,7365-45-9,,
heptadecasphingosine (d17:1),3081,Lipid,Sphingosines,57427,LC/MS Pos Late,100015724,1377,286.2741,5283557,6918-48-5,,
heptadecatrienoate (17:3)*,1503,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),62383,LC/MS Neg,100020715,5390,263.2017,16061034,,C16344,
heptanoate (7:0),1441,Lipid,Medium Chain Fatty Acid,1644,LC/MS Neg,925,3670,129.0921,8094,111-14-8,C17714,HMDB00666
heptenedioate (C7:1-DC)*,1625,Lipid,"Fatty Acid, Dicarboxylate",61866,LC/MS Polar,100019981,2816,157.0506,,,,
hesperetin,4794,Xenobiotics,Food Component/Plant,27514,LC/MS Neg,100001039,3679,301.0718,72281,41001-90-5,C01709,HMDB05782
hesperidin,4953,Xenobiotics,Food Component/Plant,21300,LC/MS Neg,100000838,3867,609.1825,10621,520-26-3,C09755,HMDB03265
hexadecadienoate (16:2n6),1517,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57652,LC/MS Neg,100009394,5398,251.2017,13932172,28290-73-5,,HMDB00477
hexadecanedioate (C16),1646,Lipid,"Fatty Acid, Dicarboxylate",35678,LC/MS Neg,100001614,4615,285.2071,10459,505-54-4,C19615,HMDB00672
hexadecasphinganine (d16:0)*,2920,Lipid,Sphingolipid Synthesis,57544,LC/MS Pos Late,100015865,1300,274.2741,656816,,C13915,
hexadecasphingosine (d16:1)*,3080,Lipid,Sphingosines,57428,LC/MS Pos Late,100015723,1289,272.2584,,,,
hexadecatrienoate (16:3n3),1502,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57651,LC/MS Neg,100009393,5330,249.186,5312428,7561-64-0,,
hexadecenedioate (C16:1-DC)*,1647,Lipid,"Fatty Acid, Dicarboxylate",61862,LC/MS Neg,100019975,4380,283.1915,,,,
hexanoylcarnitine (C6),1790,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",32328,LC/MS Pos Early,100000781,3358,260.1856,6426853,6920-35-0,,HMDB00705
hexanoylglutamine,1730,Lipid,Fatty Acid Metabolism (Acyl Glutamine),54907,LC/MS Neg,100001733,2780,243.135,,,,
hexanoylglycine (C6),1752,Lipid,Fatty Acid Metabolism (Acyl Glycine),35436,LC/MS Neg,100001527,2900,172.0979,99463,24003-67-6,,HMDB00701
hexanoyltaurine,2109,Lipid,Endocannabinoid,63224,LC/MS Neg,100021223,3040,222.0806,2245940,,,
hippurate,4357,Xenobiotics,Benzoate Metabolism,15753,LC/MS Neg,100000014,2106.9,178.051,464,495-69-2,C01586,HMDB00714
histamine,85,Amino Acid,Histidine Metabolism,1574,LC/MS Pos Early,354,3035,112.0869,774,51-45-6,C00388,HMDB00870
histidine,68,Amino Acid,Histidine Metabolism,59,LC/MS Neg,355,755.9,154.0622,6274,5934-29-2,C00135,HMDB00177
histidine betaine (hercynine)*,4795,Xenobiotics,Food Component/Plant,62278,LC/MS Pos Early,100004059,2094,198.1237,3083620,534-30-5,,
histidylalanine,796,Peptide,Dipeptide,42027,LC/MS Pos Early,100003542,3014,227.1139,351667,16874-75-2,,HMDB28878
homo-cis-aconitate,5157,Xenobiotics,Bacterial/Fungal,63268,LC/MS Polar,100002633,4430,187.0248,5280640,,C04002,
homocitrulline,462,Amino Acid,Urea cycle; Arginine and Proline Metabolism,22138,LC/MS Pos Early,100000963,1908,190.1186,65072,1190-49-4,C02427,HMDB00679
homostachydrine*,4798,Xenobiotics,Food Component/Plant,33009,LC/MS Pos Early,100001550,1750,158.1176,441447,1195-94-4,C08283,HMDB33433
homovanillate sulfate,215,Amino Acid,Tyrosine Metabolism,38349,LC/MS Neg,100002250,1047,261.0074,29981063,38339-06-9,,HMDB11719
hydantoin-5-propionate,75,Amino Acid,Histidine Metabolism,40473,LC/MS Polar,100002514,2080,171.0411,782,5624-26-0,C05565,HMDB01212
hydrochlorothiazide,5465,Xenobiotics,Drug - Cardiovascular,39625,LC/MS Neg,100002734,2046,295.9572,3639,58-93-5,C07041,HMDB01928
hydroquinone sulfate,5720,Xenobiotics,Drug - Topical Agents,35322,LC/MS Neg,100001604,1395,188.9863,161220,123-31-9,C00530,HMDB02434
"hydroxy-N6,N6,N6-trimethyllysine*",114,Amino Acid,Lysine Metabolism,62959,LC/MS Pos Early,100021123,2759,205.1547,,,,
hydroxybupropion,5622,Xenobiotics,Drug - Psychoactive,32882,LC/MS Pos Early,100001309,3479,256.1099,446,,,HMDB12235
hydroxymethylpyrimidine,4320,Cofactors and Vitamins,Thiamine Metabolism,57565,LC/MS Pos Early,100003365,2207,140.0818,777,73-67-6,C01279,
hyocholate,3432,Lipid,Secondary Bile Acid Metabolism,34093,LC/MS Neg,100001279,5046,407.2803,92805,547-75-1,C17649,HMDB00760
hypotaurine,438,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",590,LC/MS Pos Early,358,724,110.027,107812,300-84-5,C00519,HMDB00965
hypoxanthine,4026,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3127,LC/MS Neg,171,1291.2,135.0312,790,68-94-0,C00262,HMDB00157
I-urobilinogen,4308,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,32426,LC/MS Neg,100001226,4190,591.3188,26818,14684-37-8,C05790,HMDB04157
ibuprofen,5201,Xenobiotics,"Drug - Analgesics, Anesthetics",17799,LC/MS Neg,1487,4925,205.1234,3672,15687-27-1,D00126,HMDB01925
ibuprofen acyl glucuronide,5206,Xenobiotics,"Drug - Analgesics, Anesthetics",38366,LC/MS Neg,100002406,4976,381.1555,163959,115075-59-7,,
imidazole lactate,80,Amino Acid,Histidine Metabolism,15716,LC/MS Pos Early,100000263,2040,157.0608,793,14403-45-3,C05568,HMDB02320
imidazole propionate,78,Amino Acid,Histidine Metabolism,40730,LC/MS Pos Early,100003434,2263,141.0659,70630,1074-59-5,,HMDB02271
indole,296,Amino Acid,Tryptophan Metabolism,33965,LC/MS Neg,100000264,4302,116.0506,798,120-72-9,C00463,HMDB00738
indole-3-acetamide,5848,Xenobiotics,Chemical,37448,LC/MS Pos Early,100002095,2306,175.0866,397,879-37-8,C02693,HMDB29739
indole-3-carboxylate,297,Amino Acid,Tryptophan Metabolism,38116,LC/MS Neg,100002185,1710,160.0404,69867,771-50-6,C19837,HMDB03320
indoleacetate,286,Amino Acid,Tryptophan Metabolism,27513,LC/MS Neg,100001034,2200,174.0561,802,6505-45-9,C00954,HMDB00197
indoleacetylglutamine,294,Amino Acid,Tryptophan Metabolism,42087,LC/MS Neg,100001731,2535,302.1146,25200879,,,HMDB13240
indoleacrylate,291,Amino Acid,Tryptophan Metabolism,22114,LC/MS Neg,100000800,2511,186.0561,15030923,1204-06-4,,HMDB00734
indolelactate,285,Amino Acid,Tryptophan Metabolism,18349,LC/MS Neg,100000463,2286,204.0666,92904,832-97-3,C02043,HMDB00671
indolepropionate,292,Amino Acid,Tryptophan Metabolism,32405,LC/MS Neg,100001083,2795,188.0717,3744,830-96-6,,HMDB02302
indolin-2-one,4802,Xenobiotics,Food Component/Plant,43374,LC/MS Pos Early,100004318,2575,134.06,321710,59-48-3,C12312,
inosine,4025,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1123,LC/MS Neg,361,1602.1,267.0735,6021,58-63-9,C00294,HMDB00195
isobutyrylcarnitine (C4),394,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",33441,LC/MS Pos Early,100001055,2810,232.1543,168379,25518-49-4,,HMDB00736
isobutyrylglycine (C4),395,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35437,LC/MS Neg,100001590,1420,144.0666,10855600,15926-18-8,,HMDB00730
isocaproate (i6:0),1577,Lipid,"Fatty Acid, Branched",22273,LC/MS Neg,100000806,2570,115.0765,12587,646-07-1,,HMDB00689
isocaproylglutamine,1739,Lipid,Fatty Acid Metabolism (Acyl Glutamine),61811,LC/MS Neg,100019815,2720,243.135,,,,
isocaproylglycine,1748,Lipid,Fatty Acid Metabolism (Acyl Glycine),61789,LC/MS Neg,100019816,2820,172.0979,28777652,,,
isocaproyltaurine,2098,Lipid,Endocannabinoid,63225,LC/MS Neg,100021232,2935,222.0806,,,,
isocitric lactone,1398,Energy,TCA Cycle,54724,LC/MS Polar,100009239,2970,173.0092,98259,4702-32-3,,
isohyodeoxycholate,3454,Lipid,Secondary Bile Acid Metabolism,57774,LC/MS Neg,100015988,4980,391.2854,5283822,570-84-3,,HMDB00664
isoleucine,358,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1125,LC/MS Pos Early,376,2800,132.1019,6306,73-32-5,C00407,HMDB00172
isoleucylglycine,815,Peptide,Dipeptide,40008,LC/MS Neg,100003169,1992,187.1088,342532,868-28-0,,HMDB28907
isorhamnetin 3-rutinoside,4808,Xenobiotics,Food Component/Plant,64235,LC/MS Neg,100021872,3152,623.1618,,,,
isoursodeoxycholate,3416,Lipid,Secondary Bile Acid Metabolism,57577,LC/MS Neg,100002488,4809,391.2854,127601,78919-26-3,C17662,HMDB00686
isoursodeoxycholate sulfate (1),3417,Lipid,Secondary Bile Acid Metabolism,63602,LC/MS Neg,100021647,4082,235.1175,,,,
isovalerate (C5),326,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",44656,LC/MS Neg,100000708,1564,101.0608,10430,503-74-2,C08262,HMDB00718
isovalerylglycine,328,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35107,LC/MS Neg,100001452,1950,158.0823,546304,16284-60-9,,HMDB00678
isovitexin,4601,Xenobiotics,Food Component/Plant,37159,LC/MS Neg,100001910,2805,431.0984,162350,29702-25-8;38953-85-4,C01714,
isoxanthohumol,5078,Xenobiotics,Food Component/Plant,64094,LC/MS Neg,100021038,4928,353.1394,513197,70872-29-6,,HMDB34048
kaempferol,4524,Xenobiotics,Food Component/Plant,17785,LC/MS Pos Late,2073,836,287.055,5280863,520,C05903,HMDB05801
kynurenate,261,Amino Acid,Tryptophan Metabolism,1417,LC/MS Neg,98,2224,188.0353,3845,492-27-3,C01717,HMDB00715
kynurenine,257,Amino Acid,Tryptophan Metabolism,15140,LC/MS Pos Early,100000265,2739,209.0921,161166,2922-83-0,C00328,HMDB00684
L-urobilin,4310,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,40173,LC/MS Neg,100002568,4624,593.3345,5280818,34217-90-8,C05793,HMDB04159
lactate,1198,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",527,LC/MS Polar,482,1469,89.0244,612,79-33-4,C00186,HMDB00190
lactobacillic acid,5115,Xenobiotics,Bacterial/Fungal,63048,LC/MS Neg,100021065,5822,295.2643,10417,503-06-0,,
lactose,1260,Carbohydrate,Disaccharides and Oligosaccharides,567,LC/MS Polar,393,3500,387.1144,84571,5965-66-2,C00243,HMDB00186
lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*,3003,Lipid,Lactosylceramides (LCER),57422,LC/MS Pos Late,100015623,3842,946.7189,,,,
lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,3004,Lipid,Lactosylceramides (LCER),57370,LC/MS Pos Late,100015620,3778,972.7346,,,,
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),3000,Lipid,Lactosylceramides (LCER),53010,LC/MS Pos Late,100009030,2527,862.625,,4201-62-1,,
LAHSA (18:2/OH-18:0)*,1575,Lipid,Fatty Acid Hydroxyl Fatty Acid,57390,LC/MS Pos Late,100015655,2936,580.5299,,,,
lamivudine,5370,Xenobiotics,Drug - Antiviral,63284,LC/MS Pos Early,100020918,2586,230.0594,60825,134678-17-4,D00353,HMDB14847
lanosterol,3101,Lipid,Sterol,1128,LC/MS Pos Late,395,2687,409.3829,246983,79-63-0,C01724,HMDB01251
lansoprazole,5519,Xenobiotics,Drug - Gastrointestinal,43420,LC/MS Pos Early,100004289,3503,370.0832,3883,103577-45-3,D00355,HMDB05008
laurate (12:0),1453,Lipid,Medium Chain Fatty Acid,1645,LC/MS Neg,181,5300,199.1704,3893,143-07-7,C02679,HMDB00638
laurylcarnitine (C12),1805,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",34534,LC/MS Pos Late,100001392,1235,344.2795,10427569,25518-54-1,,HMDB02250
leucine,311,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",60,LC/MS Pos Early,397,2864,132.1019,6106,61-90-5,,
leucylalanine,829,Peptide,Dipeptide,40010,LC/MS Pos Early,100003179,2801,203.139,259321,7298-84-2,,HMDB28922
leucylglutamine*,1008,Peptide,Dipeptide,48189,LC/MS Pos Early,100003183,2620,260.1605,4305457,,,HMDB28927
leucylglycine,834,Peptide,Dipeptide,40045,LC/MS Pos Early,100003185,2778,189.1234,79070,686-50-0,,HMDB28929
levetiracetam,5593,Xenobiotics,Drug - Neurological,57641,LC/MS Pos Early,100015873,1925,171.1128,5284583,102767-28-2,"D00709,C07841",
levulinate (4-oxovalerate),4620,Xenobiotics,Food Component/Plant,22177,LC/MS Pos Early,100000765,1433,99.0441,11579,123-76-2,,HMDB00720
lignoceroyl ethanolamide (24:0)*,2118,Lipid,Endocannabinoid,57535,LC/MS Pos Late,100015855,2445,412.4149,,,,
lignoceroyl sphingomyelin (d18:1/24:0),3021,Lipid,Sphingomyelins,57330,LC/MS Pos Late,100006298,3437,815.7001,44260127,60037-60-7,,
lignoceroylcarnitine (C24)*,1813,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57515,LC/MS Pos Late,100015834,1603,512.4673,,,,
limonin,4961,Xenobiotics,Food Component/Plant,48132,LC/MS Pos Early,100005950,3340,471.2014,179651,1180-71-8,"D00173,C03514",
linoleate (18:2n6),1518,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1105,LC/MS Neg,180,5535,279.233,5280450,60-33-3,C01595,HMDB00673
linolenate (18:3n3 or 3n6),1520,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),34035,LC/MS Neg,100001337,5450,277.2173,5280934,,C06426,HMDB03073
linolenoyl ethanolamide,2112,Lipid,Endocannabinoid,62746,LC/MS Pos Late,100020840,1488,322.2741,5283449,57086-93-8,,HMDB13624
linolenoyl-linolenoyl-glycerol (18:3/18:3) [1]*,2849,Lipid,Diacylglycerol,54951,LC/MS Pos Late,100010932,2229,630.5092,,,,
linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*,2850,Lipid,Diacylglycerol,54952,LC/MS Pos Late,100010933,2268,630.5092,9543729,,,
linolenoylcarnitine (C18:3)*,1834,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57511,LC/MS Pos Late,100015831,1310,422.3265,,,,
linoleoyl ethanolamide,2111,Lipid,Endocannabinoid,52608,LC/MS Polar,100006726,756,368.2806,5283446,68171-52-8,,HMDB12252
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,2855,Lipid,Diacylglycerol,54955,LC/MS Pos Late,100010922,2590,658.5405,,,,
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,2856,Lipid,Diacylglycerol,54956,LC/MS Pos Late,100010923,2650,658.5405,,,,
linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*,2847,Lipid,Diacylglycerol,54963,LC/MS Pos Late,100010926,2426,632.5249,,,,
linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,2848,Lipid,Diacylglycerol,54964,LC/MS Pos Late,100010927,2478,632.5249,,,,
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,2845,Lipid,Diacylglycerol,54968,LC/MS Pos Late,100010941,2720,634.5405,,,,
linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,2846,Lipid,Diacylglycerol,54969,LC/MS Pos Late,100010942,2790,634.5405,,,,
linoleoylcarnitine (C18:2)*,1833,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",46223,LC/MS Pos Late,100003151,1430,424.3421,6450015,36816-10-1,,HMDB06469
lisinopril,5481,Xenobiotics,Drug - Cardiovascular,54787,LC/MS Pos Early,100009389,3292,406.2337,3937,76547-98-3,,
lithocholate,3401,Lipid,Secondary Bile Acid Metabolism,1483,LC/MS Neg,405,5372,375.2905,9903,434-13-9,C03990,HMDB00761
lithocholate sulfate (1),3404,Lipid,Secondary Bile Acid Metabolism,62526,LC/MS Neg,100020823,4811,227.12,,,,
lithocholic acid sulfate (2),3405,Lipid,Secondary Bile Acid Metabolism,62527,LC/MS Neg,100020824,5028,227.12,,,,
loperamide,5512,Xenobiotics,Drug - Gastrointestinal,38648,LC/MS Pos Late,100002799,1075,477.2303,3955,34552-83-5,C07080,HMDB04999
loratadine,5696,Xenobiotics,Drug - Respiratory,38643,LC/MS Pos Late,100002800,1031,383.1521,3957,79794-75-5,D00364,HMDB05000
losartan,5475,Xenobiotics,Drug - Cardiovascular,64102,LC/MS Neg,100020909,4729,421.1549,,114798-26-4,,
lovastatin hydroxy acid,5552,Xenobiotics,Drug - Metabolic,47877,LC/MS Neg,100005936,5305,421.2596,64727,75225-51-3,,
luteolin,4612,Xenobiotics,Food Component/Plant,37115,LC/MS Neg,100001913,3636,285.0405,5280445,491-70-3,C01514,HMDB05800
luteolin sulfate,4614,Xenobiotics,Food Component/Plant,64044,LC/MS Neg,100021338,3117,364.9973,,,,HMDB38471
lysine,102,Amino Acid,Lysine Metabolism,1301,LC/MS Pos Early,407,2850,147.1128,5962,56-87-1,C00047,HMDB00182
lysylleucine,854,Peptide,Dipeptide,40020,LC/MS Pos Early,100003196,3370,260.1969,4682588,7369-79-1,,HMDB28955
malate,1405,Energy,TCA Cycle,1303,LC/MS Neg,409,615.6,133.0143,525,6915-15-7,C00149,HMDB00156
maleate,1622,Lipid,"Fatty Acid, Dicarboxylate",20676,LC/MS Polar,100000707,2640,115.0037,444266,110-16-7,C01384,HMDB00176
malonate,1423,Lipid,Fatty Acid Synthesis,15872,LC/MS Polar,818,3447,103.0037,867,141-82-2;26522-22-85-0,C00383,HMDB00691
malonylcarnitine,1422,Lipid,Fatty Acid Synthesis,37059,LC/MS Pos Early,100001526,2086,248.1129,22833583,853728-01-5,,HMDB02095
maltitol/lactitol/cellobiotol/palatinol,1297,Carbohydrate,Disaccharides and Oligosaccharides,57379,LC/MS Neg,100015645,750,343.1246,,,,
maltol,4512,Xenobiotics,Food Component/Plant,38299,LC/MS Pos Early,100002362,1896,127.039,8369,118-71-8,C11918,HMDB30776
maltose,1255,Carbohydrate,Glycogen Metabolism,15586,LC/MS Polar,913,3329.4,387.1144,10991489,6363-53-7,C00208,HMDB00163
mannitol/sorbitol,1307,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",46142,LC/MS Polar,100001740,2320,181.0718,5780,,C00794,HMDB00247
mannonate*,4822,Xenobiotics,Food Component/Plant,62864,LC/MS Polar,100003695,2736,195.051,3246006,642-99-9,,
mannose,1308,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",48153,LC/MS Polar,803,2200,225.0616,18950,3458-28-4,C00159,HMDB00169
margarate (17:0),1463,Lipid,Long Chain Saturated Fatty Acid,1121,LC/MS Neg,891,5731,269.2486,10465,506-12-7,,HMDB02259
margaroyl ethanolamide*,2124,Lipid,Endocannabinoid,57542,LC/MS Pos Late,100015863,1714,314.3054,,,,
margaroylcarnitine (C17)*,1809,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57512,LC/MS Pos Late,100004054,1424,414.3578,,106182-29-0,,HMDB06210
mead acid (20:3n9),1530,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),35174,LC/MS Neg,100001472,5650,305.2486,5312531,20590-32-3,,HMDB10378
