BIOCHEMICAL,pathway_sortorder,super_pathway,sub_pathway,comp_id,platform,chemical_id,ri,mass,pubchem,cas,kegg,hmdb,inchikey
sphingosine,3072,Lipid,Sphingosines,17747,LC/MS Pos Late,297,1393.0,300.2897,5353955,123-78-4,C00319,HMDB00252,
N-carbamoylalanine,35,Amino Acid,Alanine and Aspartate Metabolism,52340,LC/MS Pos Early,100006369,950.0,133.0608,426409,77340-50-2,,,
THC carboxylic acid glucuronide,5659,Xenobiotics,Drug - Psychoactive,61848,LC/MS Neg,100016049,5224.0,519.2236,,,,,
4-hydroxyphenylpyruvate,170,Amino Acid,Tyrosine Metabolism,1669,LC/MS Neg,1141,1690.0,179.035,979,156-39-8,C01179,HMDB00707,
lactobacillic acid,5115,Xenobiotics,Bacterial/Fungal,63048,LC/MS Neg,100021065,5822.0,295.2643,10417,503-06-0,,,
proline,463,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1898,LC/MS Pos Early,480,1603.0,116.0706,145742,147-85-3,C00148,HMDB00162,
sarcosine,5,Amino Acid,"Glycine, Serine and Threonine Metabolism",1516,LC/MS Pos Early,1023,1280.0,90.055,1088,107-97-1,C00213,HMDB00271,
propyl 4-hydroxybenzoate sulfate,4435,Xenobiotics,Benzoate Metabolism,48460,LC/MS Neg,100006264,3971.0,259.0282,,162338-10-5,,,
palmitate (16:0),1461,Lipid,Long Chain Saturated Fatty Acid,1336,LC/MS Neg,424,5618.0,255.233,985,57-10-3,C00249,HMDB00220,
5-(galactosylhydroxy)-L-lysine,117,Amino Acid,Lysine Metabolism,43582,LC/MS Pos Early,100002462,2755.0,325.1606,123986,32448-36-5,,,
cetirizine,5691,Xenobiotics,Drug - Respiratory,54745,LC/MS Pos Late,100009034,1052.0,389.1627,2678,83881-51-0,C07778,HMDB05032,
alpha-tocopherol acetate,4258,Cofactors and Vitamins,Tocopherol Metabolism,38288,LC/MS Pos Late,100002328,2702.0,490.4255,2117,7695-31-2,C13202,HMDB34227,
diphenoxylate,5511,Xenobiotics,Drug - Gastrointestinal,64141,LC/MS Pos Late,100020682,1093.0,453.2537,13505,,"D07861,C07872",HMDB15213,
phenylacetylmethionine,1152,Peptide,Acetylated Peptides,54736,LC/MS Neg,100009241,3620.0,266.0856,,,,,
phloroglucinol sulfate,4425,Xenobiotics,Benzoate Metabolism,48413,LC/MS Neg,100006102,1177.0,204.9812,,72630-02-5,,,
11-ketoetiocholanolone sulfate,3245,Lipid,Androgenic Steroids,38167,LC/MS Neg,100002125,4420.0,383.1534,,,,,
2-palmitoyl-galactosylglycerol (16:0)*,2900,Lipid,Galactosyl Glycerolipids,62373,LC/MS Neg,100020696,6060.0,491.3226,,,,,
quetiapine,5649,Xenobiotics,Drug - Psychoactive,39787,LC/MS Pos Late,100002809,874.0,384.17400000000004,5002,111974-69-7,C07397,HMDB05021,
glycerol 3-phosphate,2756,Lipid,Glycerolipid Metabolism,43847,LC/MS Pos Early,100000258,580.0,173.021,754,29849-82-9,C00093,HMDB00126,
riboflavin (Vitamin B2),4230,Cofactors and Vitamins,Riboflavin Metabolism,1827,LC/MS Pos Early,500,2292.0,377.1456,493570,83-88-5,C00255,HMDB00244,
alpha-tocopherol,4257,Cofactors and Vitamins,Tocopherol Metabolism,1561,LC/MS Pos Late,1105,2522.0,430.3782,14985,59-02-9;10191-41-0,C02477,HMDB01893,
eicosenoylcarnitine (C20:1)*,1829,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57519,LC/MS Pos Late,100015838,1484.0,454.3891,,,,,
myo-inositol,2130,Lipid,Inositol Metabolism,1124,LC/MS Polar,363,3506.3,225.0616,892,87-89-8,C00137,HMDB00211,
S-methylcysteine,425,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",39592,LC/MS Pos Early,100002749,1955.0,119.0161,24417,1187-84-4,,HMDB02108,
4-imidazoleacetate,94,Amino Acid,Histidine Metabolism,32349,LC/MS Pos Early,100001207,2055.0,127.0502,96215,645-65-8,C02835,HMDB02024,
arachidonoyl ethanolamide,2096,Lipid,Endocannabinoid,32463,LC/MS Pos Late,1488,1560.0,348.2897,5281969,94421-68-8,C11695,HMDB04080,
1-palmitoyl-2-linoleoyl-digalactosylglycerol (16:0/18:2)*,2885,Lipid,Galactosyl Glycerolipids,54887,LC/MS Pos Late,100010874,2498.0,934.6462,,,,,
ergothioneine,4758,Xenobiotics,Food Component/Plant,37459,LC/MS Pos Early,100002154,850.0,230.0958,3032311,58511-63-0,C05570,HMDB03045,
erucate (22:1n9),1498,Lipid,Long Chain Monounsaturated Fatty Acid,1552,LC/MS Neg,1087,6355.6,337.3112,5281116,112-86-7,C08316,HMDB02068,
N-octanoylglycine,1764,Lipid,Fatty Acid Metabolism (Acyl Glycine),43502,LC/MS Neg,100003940,4335.4,200.1292,84290,14246-53-8,,HMDB00832,
N-acetylalanine,31,Amino Acid,Alanine and Aspartate Metabolism,1585,LC/MS Polar,1110,1564.8,130.05100000000002,88064,97-69-8,C02847,HMDB00766,
feruloylquinate (4),4773,Xenobiotics,Food Component/Plant,63402,LC/MS Neg,100021488,2546.0,367.1035,,,,,
methyl indole-3-acetate,4826,Xenobiotics,Food Component/Plant,1584,LC/MS Pos Early,1104,3380.0,190.0863,74706,1912-33-0,,HMDB29738,
tyrosine,159,Amino Acid,Tyrosine Metabolism,1299,LC/MS Pos Early,815,2430.0,182.0812,6057,60-18-4,C00082,HMDB00158,
fluconazole,5310,Xenobiotics,Drug - Antibiotic,57707,LC/MS Neg,100015972,3564.0,305.0968,3365,86386-73-4,D00322,HMDB14342,
taurocholenate sulfate*,3443,Lipid,Secondary Bile Acid Metabolism,32807,LC/MS Neg,100001990,4750.0,279.6142,,,,,
3-hydroxydodecanedioate*,1638,Lipid,"Fatty Acid, Dicarboxylate",62915,LC/MS Neg,100001454,2252.0,245.1394,16663321,34574-69-1,,HMDB00413,
phytosphingosine,2917,Lipid,Sphingolipid Synthesis,1510,LC/MS Pos Late,469,1367.0,318.3003,122121,554-62-1,C12144,HMDB04610,
1-palmitoyl-digalactosylglycerol (16:0)*,2907,Lipid,Galactosyl Glycerolipids,62374,LC/MS Neg,100010890,5979.0,653.3754,,,,,
hexadecatrienoate (16:3n3),1502,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57651,LC/MS Neg,100009393,5330.0,249.18599999999998,5312428,7561-64-0,,,
N-acetylglucosamine 6-sulfate,1368,Carbohydrate,Aminosugar Metabolism,21365,LC/MS Polar,100000700,1777.0,300.0395,193456,10357-00-3,C04132,HMDB00841,
valylglycine,995,Peptide,Dipeptide,40475,LC/MS Pos Early,100003641,2444.0,175.1077,136487,686-43-1,,HMDB29127,
glycolithocholate sulfate*,3407,Lipid,Secondary Bile Acid Metabolism,32620,LC/MS Neg,100001657,5011.0,255.6307,72222,15324-64-8,C11301,HMDB02639,
amlodipine,5435,Xenobiotics,Drug - Cardiovascular,53247,LC/MS Pos Late,100006186,1015.0,409.1525,2162,88150-42-9,"C06825,D00615,D02914,D07450",HMDB05018,
"2,3-dimethylsuccinate",383,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",20703,LC/MS Polar,100000849,2800.0,145.0506,11848,13545-04-5,,,
succinoyltaurine,444,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",63678,LC/MS Polar,100021220,2572.0,224.0234,,,,,
gentisic acid-5-glucoside,5950,Xenobiotics,Chemical,48729,LC/MS Neg,100006372,1434.0,315.0722,10914066,1820-89-9,,,
oxalate (ethanedioate),4253,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,20694,LC/MS Neg,100000841,603.0,88.988,971,144-62-7,C00209,HMDB02329,
N-palmitoyl-phytosphingosine (t18:0/16:0),2925,Lipid,Dihydroceramides,62881,LC/MS Pos Late,100019761,2632.0,556.5299,10506988,,,,
3-indoleglyoxylic acid,5065,Xenobiotics,Food Component/Plant,63583,LC/MS Neg,100020372,2140.0,188.0353,73863,1477-49-2,,,
1-methyl-4-imidazoleacetate,88,Amino Acid,Histidine Metabolism,32350,LC/MS Pos Early,100001208,2064.0,141.0659,75810,2625-49-2,C05828,HMDB02820,
synephrine,4971,Xenobiotics,Food Component/Plant,47895,LC/MS Pos Early,100000871,2330.0,168.1019,7172,94-07-5,C04548,HMDB04826,
chiro-inositol,2131,Lipid,Inositol Metabolism,37112,LC/MS Polar,100001859,3191.2,225.0616,,643-12-9,C19891,HMDB34220,
3-dehydroshikimate,4573,Xenobiotics,Food Component/Plant,36764,LC/MS Polar,100001679,1962.0,171.0299,80,2922-42-1,C02637,,
N-acetylisoleucine,360,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",33967,LC/MS Neg,100001276,2325.0,172.0979,306109,3077-46-1,,HMDB61684,
glycylleucine,781,Peptide,Dipeptide,34398,LC/MS Pos Early,100001258,3059.0,189.1234,92843,869-19-2,C02155,HMDB00759,
11beta-hydroxyetiocholanolone glucuronide*,3267,Lipid,Androgenic Steroids,64418,LC/MS Neg,100020542,4160.0,481.2443,1864,17181-15-6,,,
gamma-glutamylhistidine,604,Peptide,Gamma-glutamyl Amino Acid,18245,LC/MS Pos Early,1235,2740.0,285.1194,7017195,37460-15-4,,,
N-acetylglucosamine conjugate of C24H38O4 bile acid,6088,Partially Characterized Molecules,Partially Characterized Molecules,61870,LC/MS Neg,100020008,4637.0,592.3491,,,,,
tamsulosin,5421,Xenobiotics,Drug - Antineoplastic,64100,LC/MS Pos Early,100020906,3344.0,409.1792,129211,106133-20-4,"C07124,D08560",HMDB14844,
2-isopropylmalate,4647,Xenobiotics,Food Component/Plant,15667,LC/MS Polar,100000409,2605.0,175.0612,77,3237-44-3,C02504,HMDB00402,
naringenin,4840,Xenobiotics,Food Component/Plant,44663,LC/MS Neg,100000920,3437.0,271.0612,932,67604-48-2,C00509,HMDB02670,
palmitoleoyl ethanolamide*,2120,Lipid,Endocannabinoid,57541,LC/MS Pos Late,100015862,1546.0,298.2741,9835868,,,HMDB13648,
feruloylquinate (5),4774,Xenobiotics,Food Component/Plant,63403,LC/MS Neg,100021489,2655.0,367.1035,,,,,
3-hydroxyoleate*,1930,Lipid,"Fatty Acid, Monohydroxy",61843,LC/MS Neg,100019966,5508.0,297.2435,,,,,
"androstenediol (3beta,17beta) monosulfate (1)",3270,Lipid,Androgenic Steroids,37211,LC/MS Neg,100002028,4535.0,369.1741,13847309,521-17-5,,HMDB03818,
glucuronate,1361,Carbohydrate,Aminosugar Metabolism,15443,LC/MS Polar,100000257,3233.3,193.0354,444791,207300-70-7,C00191,HMDB00127,
"3,4-dihydroxybutyrate",1977,Lipid,"Fatty Acid, Dihydroxy",62952,LC/MS Polar,100001730,2204.0,119.035,,51267-44-8,,,
(3'-5')-adenylylguanosine*,4186,Nucleotide,Dinucleotide,62760,LC/MS Neg,100020724,1980.0,611.1369,444337,,,,
pyridoxamine,4343,Cofactors and Vitamins,Vitamin B6 Metabolism,2150,LC/MS Pos Early,568,2975.0,169.0972,1052,58052-48-5,C00534,HMDB01431,
p-cresol sulfate,4441,Xenobiotics,Benzoate Metabolism,36103,LC/MS Neg,100001315,2890.0,187.0071,4615423,3233-57-7,,HMDB11635,
citalopram/escitalopram,5637,Xenobiotics,Drug - Psychoactive,40459,LC/MS Pos Late,100003444,908.0,325.1711,146570,219861-08-2,D07913,HMDB05028,
pregnenediol sulfate (C21H34O5S)*,3169,Lipid,Pregnenolone Steroids,32619,LC/MS Neg,100002067,5000.0,397.2054,,1247-64-9,,,
methylurea,454,Amino Acid,Urea cycle; Arginine and Proline Metabolism,34378,LC/MS Pos Early,100001401,807.0,75.0553,11719,598-50-5,C16363,,
21-hydroxypregnanolone monosulfate (1),3164,Lipid,Pregnenolone Steroids,62311,LC/MS Neg,100020547,4922.0,413.2003,174681,,,,
hydrochlorothiazide,5465,Xenobiotics,Drug - Cardiovascular,39625,LC/MS Neg,100002734,2046.0,295.9572,3639,58-93-5,C07041,HMDB01928,
valylglutamine,994,Peptide,Dipeptide,42079,LC/MS Pos Early,100003640,2295.0,246.1448,5253209,42854-54-6,,HMDB29125,
nicotinate,4201,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,1504,LC/MS Pos Early,567,1673.0,124.0393,938,59-67-6,C00253,HMDB01488,
chlorogenate,4710,Xenobiotics,Food Component/Plant,34120,LC/MS Neg,100001349,1732.0,353.0878,5315832,6001-76-9,,,
kynurenate,261,Amino Acid,Tryptophan Metabolism,1417,LC/MS Neg,98,2224.0,188.0353,3845,492-27-3,C01717,HMDB00715,
alpha-hydroxymetoprolol,5428,Xenobiotics,Drug - Cardiovascular,54738,LC/MS Pos Early,100006385,2900.0,284.1856,114962,56392-16-6,,HMDB60994,
spermine,520,Amino Acid,Polyamine Metabolism,603,LC/MS Pos Early,507,3350.0,203.22299999999998,1103,71-44-3,C00750,HMDB01256,
laurylcarnitine (C12),1805,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",34534,LC/MS Pos Late,100001392,1235.0,344.2795,10427569,25518-54-1,,HMDB02250,
decadienedioic acid (C10:2-DC),1633,Lipid,"Fatty Acid, Dicarboxylate",63685,LC/MS Polar,100021711,2329.7,197.0819,,,,,
xanthine,4027,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3147,LC/MS Pos Early,1004,1032.0,153.0407,1188,69-89-6,C00385,HMDB00292,
"cis-3,4-methyleneheptanoylcarnitine",1862,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",64389,LC/MS Pos Late,100021728,845.0,286.2013,,,,,
1-margaroylglycerol (17:0),2767,Lipid,Monoacylglycerol,34391,LC/MS Neg,100001429,6571.0,269.2486,107036,68002-72-2,,,
caffeate,4697,Xenobiotics,Food Component/Plant,21177,LC/MS Neg,100000914,1165.0,179.035,689043,331-39-5,C01197,HMDB01964,
cytidine 2' or 3'-monophosphate (2' or 3'-CMP),4154,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",61705,LC/MS Pos Early,100019915,847.0,324.0591,,,,,
(16 or 17)-methylstearate (a19:0 or i19:0),1599,Lipid,"Fatty Acid, Branched",38296,LC/MS Neg,100002356,5993.0,297.2799,3083779,2724-59-6,,HMDB37397,
secoisolariciresinol,4907,Xenobiotics,Food Component/Plant,38105,LC/MS Neg,100002144,3945.0,361.1657,65373,29388-59-8,C18167,HMDB13692,
nicotinamide ribonucleotide (NMN),4206,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,22152,LC/MS Pos Early,1312,766.0,335.0639,14180,1094-61-7,C00455,HMDB00229,
glucuronide of C10H18O2 (7)*,6044,Partially Characterized Molecules,Partially Characterized Molecules,61887,LC/MS Neg,100020014,3790.0,345.1555,,,,,
N-acetyl-isoputreanine,512,Amino Acid,Polyamine Metabolism,62309,LC/MS Pos Early,100020487,2305.0,203.139,131802901,,,,
1-methyladenosine,4059,Nucleotide,"Purine Metabolism, Adenine containing",15650,LC/MS Pos Early,1242,2120.0,282.1197,27476,15763-06-1,C02494,HMDB03331,
4-methyl-2-oxopentanoate,318,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",22116,LC/MS Neg,100000551,2170.0,129.0557,70,816-66-0,C00233,HMDB00695,
erucoylcarnitine (C22:1)*,1830,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57525,LC/MS Pos Late,100015841,1535.0,482.4204,,,,,
"5alpha-androstan-3beta,17alpha-diol monosulfate (1)",3297,Lipid,Androgenic Steroids,37188,LC/MS Neg,100002022,4806.0,371.1898,,,,,
glucosamine 6-sulfate,1358,Carbohydrate,Aminosugar Metabolism,21296,LC/MS Polar,100000702,2113.0,258.0289,72361,91674-26-9,,HMDB00592,
etiocholanolone glucuronide,3263,Lipid,Androgenic Steroids,47112,LC/MS Neg,100005403,4915.0,465.2494,270605,621890,,HMDB04484,
erythronate*,1385,Carbohydrate,Aminosugar Metabolism,42420,LC/MS Polar,100001320,2186.0,135.0299,2781043,88759-55-1,,HMDB00613,
erythrose,4559,Xenobiotics,Food Component/Plant,27722,LC/MS Neg,100001042,780.0,119.035,94176,583-50-6,C01796,HMDB02649,
3-hydroxyphenylacetate,155,Amino Acid,Phenylalanine Metabolism,1413,LC/MS Polar,114,1220.0,151.0401,12122,621-37-4,C05593,HMDB00440,
atorvastatin lactone,5547,Xenobiotics,Drug - Metabolic,47878,LC/MS Pos Late,100005940,1190.0,541.2497,6483036,125995-03-1,,,
"1,1-kestotetraose",4583,Xenobiotics,Food Component/Plant,39796,LC/MS Neg,100003047,1381.0,665.2146,166775,13133-07-8,,HMDB39176,
malonylcarnitine,1422,Lipid,Fatty Acid Synthesis,37059,LC/MS Pos Early,100001526,2086.0,248.1129,22833583,853728-01-5,,HMDB02095,
(3'-5')-uridylylguanosine,4197,Nucleotide,Dinucleotide,52742,LC/MS Neg,100009057,1637.0,588.1097,107394,574985,,,
metoprolol,5426,Xenobiotics,Drug - Cardiovascular,18037,LC/MS Pos Early,2028,3312.0,268.1907,4171,56392-17-7,D02358,HMDB01932,
Flavone derivative C26H28O14 (4)*,6106,Partially Characterized Molecules,Partially Characterized Molecules,64288,LC/MS Neg,100021927,2397.0,563.1406,,,,,
mead acid (20:3n9),1530,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),35174,LC/MS Neg,100001472,5650.0,305.2486,5312531,20590-32-3,,HMDB10378,
sulfate of piperine metabolite C16H17NO3 (1)*,4876,Xenobiotics,Food Component/Plant,62306,LC/MS Neg,100020500,4293.0,350.0704,,,,,
N-carbamoylaspartate,4111,Nucleotide,"Pyrimidine Metabolism, Orotate containing",1594,LC/MS Polar,1108,3800.0,175.03599999999997,93072,923-37-5,C00438,HMDB00828,
guanidinoacetate,495,Amino Acid,Creatine Metabolism,43802,LC/MS Pos Early,344,1937.0,118.0611,763,352-97-6,C00581,HMDB00128,
7-methylguanine,4092,Nucleotide,"Purine Metabolism, Guanine containing",35114,LC/MS Pos Early,100001456,2175.0,166.0723,11361,578-76-7,C02242,HMDB00897,
methionine,402,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1302,LC/MS Pos Early,415,2526.0,150.0583,6137,63-68-3,C00073,HMDB00696,
2-palmitoyl-GPC* (16:0)*,2519,Lipid,Lysophospholipid,35253,LC/MS Neg,100001562,6215.0,570.3413,15061532,,,HMDB61702,
N-acetyl-aspartyl-glutamate (NAAG),54,Amino Acid,Glutamate Metabolism,35665,LC/MS Neg,100001612,575.3,303.0834,5255,3106-85-2,C12270,HMDB01067,
(14 or 15)-methylpalmitate (a17:0 or i17:0),1593,Lipid,"Fatty Acid, Branched",38768,LC/MS Neg,100002945,5695.0,269.2487,,,,,
glycolithocholate,3406,Lipid,Secondary Bile Acid Metabolism,31912,LC/MS Neg,100001064,5357.1,432.3119,115245,474-74-8,C15557,HMDB00698,
lysine,102,Amino Acid,Lysine Metabolism,1301,LC/MS Pos Early,407,2850.0,147.1128,5962,56-87-1,C00047,HMDB00182,
valerylglycine (C5),1750,Lipid,Fatty Acid Metabolism (Acyl Glycine),36768,LC/MS Neg,100001451,2071.0,158.0823,4737557,24003-66-5,,HMDB00927,
maltol,4512,Xenobiotics,Food Component/Plant,38299,LC/MS Pos Early,100002362,1896.0,127.039,8369,118-71-8,C11918,HMDB30776,
trazadone,5647,Xenobiotics,Drug - Psychoactive,57691,LC/MS Pos Late,100015783,837.0,372.1586,5533,19794-93-5,"C07156,D08626",HMDB14794,
(3'-5')-adenylylcytidine,4185,Nucleotide,Dinucleotide,52753,LC/MS Neg,100009062,1920.0,571.1308,10875494,4833-63-0,,,
hypoxanthine,4026,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3127,LC/MS Neg,171,1291.2,135.0312,790,68-94-0,C00262,HMDB00157,
1-oleoyl-GPE (18:1),2586,Lipid,Lysophospholipid,35628,LC/MS Pos Late,100001569,1554.0,480.3085,9547071,89576-29-4,,HMDB11506,
2-dihomo-linoleoylglycerol (20:2)*,2774,Lipid,Monoacylglycerol,62450,LC/MS Neg,100020771,6700.0,307.2642,,,,,
3-hydroxymargaroylglycine,1778,Lipid,Fatty Acid Metabolism (Acyl Glycine),63670,LC/MS Neg,100021376,5555.0,342.265,10545348,,,,
1-oleoylglycerophosphate (18:1),2505,Lipid,Lysophospholipid,36812,LC/MS Neg,100001671,5615.0,435.2517,5497152,325465-93-8,,,
taurocholate,3364,Lipid,Primary Bile Acid Metabolism,18497,LC/MS Neg,1648,5150.0,514.2844,6675,145-42-6,C05122,HMDB00036,
"2,4-dihydroxyhydrocinnamate",4464,Xenobiotics,Benzoate Metabolism,47113,LC/MS Neg,100005258,1759.0,181.0506,96384,5631-68-5,,HMDB0126386,
raltegravir,5359,Xenobiotics,Drug - Antiviral,63286,LC/MS Neg,100020936,3633.0,443.1485,54671008,518048-05-0,D06676,,
gamma-tocotrienol,4264,Cofactors and Vitamins,Tocopherol Metabolism,37501,LC/MS Pos Late,100001981,1918.0,410.3179,5282349,14101-61-2,C14155,HMDB12958,
(N(1) + N(8))-acetylspermidine,518,Amino Acid,Polyamine Metabolism,57814,LC/MS Pos Early,100016038,3080.0,188.1757,,,,,
N-acetylarginine,467,Amino Acid,Urea cycle; Arginine and Proline Metabolism,33953,LC/MS Pos Early,100001266,2245.0,217.1295,67427,155-84-0,C02562,HMDB04620,
pantetheine,4236,Cofactors and Vitamins,Pantothenate and CoA Metabolism,57555,LC/MS Pos Early,100001495,2056.0,279.1373,439322,496-65-1,C00831,,
glycohyocholate,3433,Lipid,Secondary Bile Acid Metabolism,42574,LC/MS Neg,100004083,5020.0,464.3018,,,,,
3-phenylpropionate (hydrocinnamate),4463,Xenobiotics,Benzoate Metabolism,15749,LC/MS Neg,100000010,2860.0,149.0608,107,501-52-0,C05629,HMDB00764,
1-palmitoyl-galactosylglycerol (16:0)*,2899,Lipid,Galactosyl Glycerolipids,62372,LC/MS Neg,100010885,6161.0,491.3226,10413348,,,,
3-hydroxyhexanoate,1919,Lipid,"Fatty Acid, Monohydroxy",53230,LC/MS Neg,100006367,1725.0,131.0714,151492,10191-24-9,,,
octadecadienedioate (C18:2-DC)*,1651,Lipid,"Fatty Acid, Dicarboxylate",61860,LC/MS Neg,100019982,4676.0,309.2071,,,,,
phenylacetylglycine,1148,Peptide,Acetylated Peptides,33945,LC/MS Neg,100001275,2375.0,192.0666,68144,500-98-1,C05598,HMDB00821,
sulfate of piperine metabolite C16H19NO3 (3)*,4880,Xenobiotics,Food Component/Plant,62296,LC/MS Neg,100020497,4200.0,352.086,,,,,
5-hydroxylysine,116,Amino Acid,Lysine Metabolism,15685,LC/MS Pos Early,100000054,2790.0,163.1077,1029,13204-98-3,C16741,HMDB00450,
atorvastatin (lipitor),5546,Xenobiotics,Drug - Metabolic,38619,LC/MS Neg,100002802,5101.0,557.2457,60823,134523-03-8,D00887,HMDB05006,
N-acetylglucosaminylasparagine,1384,Carbohydrate,Aminosugar Metabolism,48149,LC/MS Pos Early,1215,1212.0,336.1402,123826,2776-93-4,C04540,HMDB00489,
2-hydroxylignocerate*,1915,Lipid,"Fatty Acid, Monohydroxy",61699,LC/MS Polar,100019894,710.0,383.3531,102430,,C17873,HMDB39540,
N-palmitoylglycine,1769,Lipid,Fatty Acid Metabolism (Acyl Glycine),42092,LC/MS Neg,100003686,5580.0,312.2544,151008,2441-41-0,,HMDB13034,
vitexin,4605,Xenobiotics,Food Component/Plant,37129,LC/MS Neg,100001921,2705.0,431.0984,5280441,3681-93-4,C01460,,
tetrahydrocortisol glucuronide ,3220,Lipid,Corticosteroids,64411,LC/MS Neg,100022013,4666.0,541.2654,121232932,,,,
glycerophosphoethanolamine,2167,Lipid,Phospholipid Metabolism,37455,LC/MS Pos Early,100001620,659.0,216.0632,123874,33049-08-0,C01233,HMDB00114,
nicotinamide,4204,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,594,LC/MS Pos Early,432,1942.0,123.0553,936,98-92-0,C00153,HMDB01406,
valerate (5:0),1439,Lipid,Short Chain Fatty Acid,33443,LC/MS Neg,1136,1718.0,101.0608,7991,109-52-4,C00803,HMDB00892,
docosahexaenoylcarnitine (C22:6)*,1844,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57523,LC/MS Pos Late,100015845,1349.0,472.3422,,,,,
"5,6-dihydrothymine",4181,Nucleotide,"Pyrimidine Metabolism, Thymine containing",1418,LC/MS Pos Early,158,1280.0,129.0659,93556,696-04-8,C00906,HMDB00079,
(3'-5')-uridylyluridine,4198,Nucleotide,Dinucleotide,52741,LC/MS Neg,100009058,1688.0,549.0876,102258,2415-43-2,,,
1-oleoyl-GPI (18:1),2638,Lipid,Lysophospholipid,36602,LC/MS Neg,100001777,5599.0,597.3045,,,,,
"bilirubin degradation product, C17H18N2O4 (1)",6112,Partially Characterized Molecules,Partially Characterized Molecules,64409,LC/MS Neg,100022005,4633.0,313.1194,,,,,
octadecenedioylcarnitine (C18:1-DC)*,1857,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",61865,LC/MS Pos Late,100005996,1180.0,456.332,,251981-06-3,,,
dihydroquercetin,4747,Xenobiotics,Food Component/Plant,47896,LC/MS Neg,100002229,2198.0,303.051,471,480-18-2,C12316,,
ranitidine,5513,Xenobiotics,Drug - Gastrointestinal,38595,LC/MS Pos Early,100002735,2910.0,315.1485,3001055,66357-59-3,D00422,HMDB01930,
13-HODE + 9-HODE,1954,Lipid,"Fatty Acid, Monohydroxy",37752,LC/MS Neg,100002196,5275.0,295.2283,,,,,
1-carboxyethylleucine,316,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",62559,LC/MS Neg,100020425,2663.0,202.1085,,,,,
sulfate of piperine metabolite C16H19NO4 (2)*,4882,Xenobiotics,Food Component/Plant,62301,LC/MS Neg,100020506,3120.0,368.08099999999996,,,,,
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),2211,Lipid,Phosphatidylcholine (PC),42446,LC/MS Pos Late,1537,2160.0,758.5694,5287971,40811-94-7,,HMDB07973,
2-O-methylascorbic acid,4249,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,63990,LC/MS Polar,100003258,1512.0,189.0405,99779,17860-87-6,,,
